nbId,Taille(cm),Poids(kg)
11636,164,56.0
11637,167,60.0
11638,175,56.5
11639,168,62.0
11640,163,50.0
11641,177,56.5
11642,168,53.0
11643,175,55.0
11644,172,65.0
11645,171,54.0
11646,172,63.0
11647,167,55.5
11648,159,51.5
11649,174,67.5
11650,165,61.0
11651,178,60.5
11652,171,50.5
11653,181,58.0
11654,173,56.0
11655,180,55.5
11656,170,60.0
11657,171,55.0
11658,168,57.0
11659,169,59.5
11660,178,64.0
11661,170,52.0
11662,175,58.5
11663,173,57.0
11664,170,56.5
11665,165,54.5
11666,163,54.0
11667,164,53.0
11668,171,56.5
11669,174,54.5
11670,173,63.5
11671,176,54.5
11672,177,64.0
11673,165,64.0
11674,181,66.0
11675,173,53.0
11676,167,59.5
11677,166,55.0
11678,163,55.5
11679,169,53.0
11680,177,60.5
11681,176,63.5
11682,172,56.0
11683,175,64.0
11684,180,63.5
11685,181,68.0
11686,169,58.0
11687,173,62.0
11688,171,63.0
11689,173,60.5
11690,178,57.0
11691,176,61.5
11692,176,56.0
11693,171,59.5
11694,174,57.0
11695,177,53.0
11696,169,52.5
11697,167,51.5
11698,173,53.5
11699,164,51.5
11700,172,59.5
11701,176,60.0
11702,164,55.5
11703,174,55.0
11704,162,55.0
11705,173,61.0
11706,178,66.0
11707,169,54.0
11708,181,59.5
11709,176,51.5
11710,176,62.0
11711,174,62.0
11712,175,61.0
11713,170,56.0
11714,178,62.0
11715,171,63.5
11716,168,53.5
11717,179,60.5
11718,169,59.5
11719,166,51.5
11720,170,52.0
11721,176,60.5
11722,174,60.0
11723,163,53.5
11724,170,56.5
11725,174,58.5
11726,180,62.5
11727,167,55.5
11728,172,59.5
11729,166,49.5
11730,167,56.5
11731,176,64.5
11732,175,65.0
11733,177,57.5
11734,173,62.0
11735,166,48.5
11736,169,62.0
11737,174,55.0
11738,182,63.5
11739,173,55.0
11740,173,61.0
11741,169,60.5
11742,167,51.5
11743,173,58.0
11744,178,63.0
11745,168,51.5
11746,167,58.0
11747,168,50.0
11748,179,68.5
11749,167,51.5
11750,177,61.5
11751,175,64.5
11752,162,58.0
11753,176,65.5
11754,179,75.5
11755,176,63.0
11756,181,69.0
11757,165,48.5
11758,175,52.5
11759,174,55.0
11760,172,59.5
11761,168,59.0
11762,173,52.0
11763,179,58.0
11764,177,70.0
11765,180,58.5
11766,171,56.0
11767,174,52.0
11768,165,60.5
11769,166,49.0
11770,180,62.0
11771,174,59.0
11772,173,53.5
11773,170,63.0
11774,168,60.0
11775,161,56.0
11776,174,57.5
11777,171,62.0
11778,174,62.0
11779,168,55.5
11780,182,64.0
11781,169,56.5
11782,170,55.5
11783,173,61.0
11784,172,55.5
11785,162,54.5
11786,178,60.5
11787,167,59.0
11788,170,61.5
11789,169,60.0
11790,174,61.5
11791,173,57.5
11792,178,63.0
11793,172,55.5
11794,172,53.5
11795,175,61.0
11796,175,57.5
11797,173,59.0
11798,173,59.5
11799,180,57.5
11800,174,51.5
11801,172,50.0
11802,181,64.5
11803,171,48.5
11804,169,54.5
11805,169,55.5
11806,178,72.5
11807,166,49.5
11808,171,53.0
11809,168,53.0
11810,173,58.0
11811,174,63.0
11812,174,49.0
11813,174,63.5
11814,166,48.5
11815,174,63.0
11816,177,61.5
11817,168,60.5
11818,174,54.5
11819,166,52.5
11820,182,73.5
11821,172,67.5
11822,179,64.0
11823,179,62.0
11824,163,52.0
11825,176,58.0
11826,181,61.0
11827,182,56.5
11828,171,50.5
11829,162,51.5
11830,171,53.0
11831,175,58.5
11832,172,56.0
11833,172,58.0
11834,178,60.5
11835,163,56.5
11836,178,52.0
11837,166,50.5
11838,174,57.0
11839,177,59.5
11840,171,47.5
11841,177,59.0
11842,166,50.5
11843,168,48.0
11844,167,47.5
11845,181,69.0
11846,178,67.0
11847,173,59.0
11848,178,62.5
11849,170,61.5
11850,174,56.0
11851,168,54.0
11852,181,65.0
11853,173,59.0
11854,168,64.5
11855,173,51.5
11856,178,62.5
11857,166,59.0
11858,167,54.5
11859,175,54.5
11860,172,64.0
11861,173,54.5
11862,171,59.5
11863,176,52.0
11864,172,60.0
11865,167,56.5
11866,171,57.5
11867,176,55.5
11868,172,62.0
11869,172,54.5
11870,176,59.5
11871,169,50.0
11872,168,50.5
11873,173,53.0
11874,175,59.5
11875,165,60.5
11876,176,63.0
11877,168,58.5
11878,168,55.5
11879,175,54.5
11880,172,67.5
11881,171,55.0
11882,168,51.0
11883,176,54.0
11884,185,68.5
11885,171,66.0
11886,174,48.5
11887,172,50.5
11888,171,56.0
11889,180,62.5
11890,167,57.5
11891,164,52.5
11892,165,48.5
11893,171,49.0
11894,171,55.0
11895,173,55.5
11896,173,54.5
11897,179,57.0
11898,175,54.0
11899,166,58.0
11900,170,55.5
11901,170,49.5
11902,183,57.0
11903,172,56.5
11904,180,63.0
11905,174,55.0
11906,181,57.0
11907,177,51.5
11908,176,58.5
11909,180,67.0
11910,181,64.5
11911,174,62.5
11912,170,56.0
11913,171,61.5
11914,168,54.0
11915,174,69.5
11916,175,55.0
11917,164,56.5
11918,180,67.5
11919,167,51.0
11920,182,62.0
11921,172,58.5
11922,179,51.5
11923,165,53.0
11924,176,65.5
11925,175,56.0
11926,186,63.5
11927,173,55.5
11928,168,48.5
11929,159,55.0
11930,170,56.5
11931,171,60.0
11932,170,48.5
11933,168,50.5
11934,176,61.0
11935,170,49.5
11936,169,47.0
11937,172,56.0
11938,178,58.5
11939,165,49.0
11940,176,57.0
11941,176,66.0
11942,170,52.0
11943,174,58.0
11944,172,54.5
11945,167,49.0
11946,165,53.0
11947,166,52.5
11948,179,55.0
11949,175,54.5
11950,176,64.5
11951,162,42.5
11952,174,59.5
11953,165,52.0
11954,170,56.0
11955,179,54.0
11956,176,56.5
11957,177,58.0
11958,171,48.5
11959,168,50.0
11960,171,61.0
11961,171,52.0
11962,174,57.5
11963,170,55.5
11964,168,50.5
11965,176,55.5
11966,175,49.5
11967,168,46.5
11968,170,54.5
11969,180,60.5
11970,173,62.0
11971,173,69.0
11972,177,57.0
11973,185,66.5
11974,172,59.5
11975,181,75.5
11976,170,56.5
11977,170,53.0
11978,169,63.5
11979,176,63.5
11980,167,51.0
11981,173,49.0
11982,180,65.0
11983,170,61.5
11984,173,59.5
11985,177,65.0
11986,181,58.5
11987,171,57.0
11988,177,62.5
11989,173,49.0
11990,163,54.5
11991,179,59.5
11992,179,56.5
11993,176,67.5
11994,167,57.0
11995,171,61.5
11996,177,60.5
11997,175,56.5
11998,165,57.5
11999,169,58.0
12000,170,54.0
12001,177,51.5
12002,183,54.5
12003,170,56.5
12004,169,56.5
12005,171,54.0
12006,181,62.0
12007,175,57.0
12008,168,49.5
12009,172,54.5
12010,176,64.0
12011,172,54.0
12012,174,57.0
12013,169,62.5
12014,167,53.5
12015,167,54.5
12016,173,56.5
12017,173,65.0
12018,179,48.5
12019,165,48.5
12020,178,64.5
12021,186,60.5
12022,177,58.5
12023,167,52.0
12024,173,62.5
12025,176,63.0
12026,175,57.5
12027,169,56.0
12028,174,55.5
12029,171,54.5
12030,179,63.0
12031,170,54.5
12032,155,49.5
12033,177,60.5
12034,170,57.0
12035,166,47.5
12036,166,54.0
12037,168,52.0
12038,177,59.0
12039,172,50.0
12040,177,54.0
12041,182,60.0
12042,178,63.0
12043,164,50.5
12044,166,56.0
12045,176,65.0
12046,171,57.5
12047,172,48.0
12048,169,58.5
12049,168,57.0
12050,168,56.0
12051,182,54.5
12052,162,59.5
12053,179,61.5
12054,180,59.5
12055,177,64.5
12056,168,54.5
12057,180,66.5
12058,168,52.0
12059,167,60.0
12060,174,60.5
12061,171,66.0
12062,169,56.0
12063,174,57.0
12064,176,54.5
12065,166,53.0
12066,175,60.5
12067,181,64.0
12068,171,50.5
12069,171,56.5
12070,162,50.5
12071,173,60.0
12072,169,52.5
12073,180,62.5
12074,171,54.0
12075,167,51.5
12076,181,65.0
12077,171,51.5
12078,172,50.0
12079,165,60.5
12080,177,58.0
12081,168,50.5
12082,177,61.0
12083,177,68.5
12084,173,60.5
12085,181,64.0
12086,175,63.0
12087,173,60.0
12088,174,58.0
12089,177,59.0
12090,170,62.5
12091,179,70.0
12092,172,60.5
12093,176,60.5
12094,179,58.5
12095,179,53.0
12096,171,48.5
12097,181,66.0
12098,167,59.0
12099,171,54.5
12100,165,50.5
12101,173,49.5
12102,177,61.5
12103,178,57.0
12104,168,54.5
12105,168,53.5
12106,163,49.5
12107,174,59.0
12108,172,54.5
12109,177,64.0
12110,171,56.0
12111,174,50.5
12112,181,65.0
12113,171,57.5
12114,172,57.0
12115,174,51.0
12116,171,56.5
12117,184,66.0
12118,177,55.5
12119,178,61.0
12120,171,60.5
12121,166,53.5
12122,185,63.5
12123,176,53.5
12124,171,55.0
12125,171,59.5
12126,178,62.5
12127,163,48.0
12128,171,56.5
12129,176,59.0
12130,170,48.5
12131,175,67.0
12132,174,60.5
12133,168,48.5
12134,176,61.0
12135,170,59.0
12136,179,59.5
12137,171,61.5
12138,173,53.5
12139,170,51.0
12140,178,72.0
12141,182,62.0
12142,170,57.0
12143,170,48.5
12144,179,59.5
12145,167,55.5
12146,175,52.5
12147,173,63.0
12148,163,61.5
12149,173,58.5
12150,174,57.5
12151,180,65.0
12152,163,55.0
12153,170,53.0
12154,173,62.5
12155,166,56.5
12156,171,58.5
12157,168,45.5
12158,177,63.5
12159,172,55.5
12160,174,55.0
12161,170,59.0
12162,160,54.5
12163,170,53.5
12164,173,52.0
12165,180,59.5
12166,172,61.0
12167,171,52.0
12168,167,52.5
12169,178,57.0
12170,181,63.5
12171,159,57.5
12172,175,63.5
12173,166,57.5
12174,171,54.5
12175,174,59.5
12176,174,66.0
12177,173,53.0
12178,170,54.0
12179,166,46.0
12180,168,47.0
12181,170,52.5
12182,182,61.0
12183,173,57.0
12184,174,63.0
12185,179,58.5
12186,172,59.5
12187,176,61.0
12188,172,48.0
12189,163,59.0
12190,172,50.0
12191,172,53.0
12192,166,58.5
12193,174,47.0
12194,173,65.0
12195,184,65.5
12196,170,56.0
12197,176,62.5
12198,175,60.5
12199,174,55.5
12200,168,59.0
12201,181,57.0
12202,171,49.5
12203,171,69.5
12204,173,56.5
12205,180,63.5
12206,168,59.5
12207,178,61.5
12208,171,61.0
12209,164,61.5
12210,180,65.0
12211,164,55.5
12212,170,58.5
12213,173,58.0
12214,171,57.5
12215,170,60.0
12216,176,54.0
12217,171,56.5
12218,170,54.0
12219,176,62.0
12220,176,54.0
12221,170,57.5
12222,178,60.0
12223,178,67.5
12224,174,57.5
12225,177,63.0
12226,179,56.0
12227,170,53.5
12228,165,55.5
12229,182,61.0
12230,165,52.0
12231,173,57.5
12232,167,57.0
12233,170,60.0
12234,167,55.0
12235,175,49.0
12236,177,68.5
12237,165,51.5
12238,178,57.5
12239,172,56.5
12240,171,63.0
12241,172,51.0
12242,179,71.0
12243,177,60.5
12244,168,49.5
12245,166,56.0
12246,179,63.0
12247,181,65.5
12248,176,56.5
12249,177,67.5
12250,179,65.0
12251,166,52.5
12252,174,60.0
12253,174,56.0
12254,167,52.5
12255,178,55.0
12256,171,56.0
12257,174,52.5
12258,184,61.0
12259,178,71.0
12260,174,53.0
12261,178,69.0
12262,175,63.0
12263,174,57.0
12264,168,60.0
12265,172,55.5
12266,170,52.0
12267,168,52.5
12268,173,56.0
12269,168,53.5
12270,174,58.0
12271,173,58.0
12272,169,52.0
12273,176,62.0
12274,166,55.5
12275,175,54.5
12276,166,56.0
12277,172,56.5
12278,175,62.0
12279,168,51.5
12280,173,58.0
12281,172,53.0
12282,175,55.0
12283,178,67.0
12284,170,52.0
12285,173,61.0
12286,174,52.5
12287,172,55.5
12288,177,55.0
12289,173,56.0
12290,169,45.0
12291,173,53.0
12292,176,58.5
12293,163,49.5
12294,168,57.5
12295,167,46.0
12296,173,63.0
12297,176,62.5
12298,171,47.0
12299,170,53.0
12300,164,57.0
12301,177,64.0
12302,171,55.5
12303,173,58.5
12304,171,57.5
12305,171,55.5
12306,165,62.0
12307,166,59.0
12308,173,55.0
12309,170,54.5
12310,169,51.0
12311,175,55.5
12312,172,62.5
12313,169,56.0
12314,166,54.5
12315,180,61.5
12316,166,64.0
12317,172,55.0
12318,180,57.5
12319,174,58.0
12320,171,57.5
12321,166,56.0
12322,163,54.0
12323,179,69.5
12324,169,52.5
12325,167,49.0
12326,169,51.0
12327,176,57.5
12328,160,47.0
12329,175,59.5
12330,168,49.0
12331,178,55.5
12332,174,63.0
12333,176,60.5
12334,178,58.0
12335,170,56.0
12336,177,59.5
12337,174,63.5
12338,174,50.5
12339,172,53.5
12340,174,55.0
12341,167,48.0
12342,176,63.0
12343,174,61.0
12344,176,56.0
12345,175,58.5
12346,173,57.5
12347,173,61.0
12348,168,61.0
12349,173,57.5
12350,177,66.0
12351,174,53.0
12352,178,65.5
12353,170,52.5
12354,179,57.0
12355,172,61.5
12356,175,58.0
12357,173,57.0
12358,175,61.0
12359,171,57.5
12360,169,61.5
12361,164,49.5
12362,176,51.0
12363,177,66.5
12364,173,58.0
12365,176,57.5
12366,168,52.5
12367,166,57.5
12368,180,65.5
12369,167,52.0
12370,175,60.0
12371,173,62.0
12372,181,64.0
12373,174,64.5
12374,178,58.5
12375,170,54.5
12376,167,55.0
12377,171,57.0
12378,179,62.5
12379,175,54.0
12380,176,60.5
12381,167,55.5
12382,163,47.5
12383,177,61.5
12384,173,54.5
12385,175,57.0
12386,169,58.0
12387,164,57.0
12388,173,59.0
12389,178,59.0
12390,176,62.5
12391,168,58.5
12392,166,59.0
12393,166,50.5
12394,175,53.5
12395,170,60.5
12396,171,62.0
12397,165,63.5
12398,168,46.0
12399,180,61.5
12400,179,60.5
12401,176,58.5
12402,173,65.5
12403,178,61.0
12404,174,46.5
12405,166,49.0
12406,177,61.0
12407,175,55.5
12408,169,57.5
12409,167,63.0
12410,165,53.5
12411,176,58.5
12412,181,63.5
12413,170,60.5
12414,169,53.5
12415,171,59.0
12416,174,60.0
12417,168,48.5
12418,180,58.5
12419,175,51.0
12420,166,51.5
12421,180,62.0
12422,169,59.0
12423,165,59.5
12424,165,47.0
12425,170,60.0
12426,175,62.5
12427,173,63.0
12428,175,66.0
12429,174,53.0
12430,163,53.5
12431,182,67.5
12432,181,67.0
12433,163,55.0
12434,159,49.5
12435,167,55.0
12436,171,62.5
12437,167,51.5
12438,173,52.0
12439,176,62.5
12440,182,60.0
12441,185,61.0
12442,172,57.5
12443,170,56.5
12444,171,59.5
12445,172,55.5
12446,168,51.5
12447,164,39.5
12448,173,55.0
12449,179,60.0
12450,183,67.0
12451,172,59.0
12452,169,53.5
12453,180,56.5
12454,172,56.0
12455,176,61.0
12456,178,55.0
12457,174,55.5
12458,175,58.5
12459,173,53.0
12460,179,62.0
12461,176,55.5
12462,172,67.5
12463,167,59.5
12464,172,58.0
12465,173,52.5
12466,177,66.5
12467,170,57.0
12468,172,51.5
12469,166,58.0
12470,174,57.5
12471,182,56.0
12472,169,60.0
12473,169,56.0
12474,177,58.5
12475,173,59.0
12476,168,54.5
12477,164,51.5
12478,167,51.0
12479,169,55.5
12480,176,63.5
12481,179,67.5
12482,177,60.0
12483,172,60.5
12484,171,63.0
12485,162,53.5
12486,171,57.0
12487,172,57.5
12488,170,55.5
12489,175,55.5
12490,170,54.0
12491,179,64.0
12492,177,58.0
12493,174,60.5
12494,171,56.0
12495,169,52.5
12496,173,62.5
12497,177,56.5
12498,173,59.5
12499,169,57.5
12500,174,58.0
12501,178,51.5
12502,176,52.0
12503,182,61.5
12504,177,64.0
12505,170,59.0
12506,184,63.0
12507,168,53.5
12508,168,59.5
12509,174,54.0
12510,171,55.5
12511,167,55.0
12512,174,64.0
12513,177,63.0
12514,175,57.5
12515,172,55.5
12516,174,50.5
12517,170,58.0
12518,176,63.5
12519,172,56.0
12520,170,49.5
12521,170,53.0
12522,175,62.0
12523,169,62.0
12524,178,59.0
12525,169,57.5
12526,175,60.0
12527,177,64.0
12528,173,58.5
12529,174,63.0
12530,176,60.0
12531,177,65.5
12532,175,57.5
12533,166,53.0
12534,176,61.5
12535,176,63.0
12536,170,62.5
12537,166,61.0
12538,173,61.5
12539,168,50.5
12540,172,50.5
12541,172,57.0
12542,178,65.5
12543,174,50.5
12544,171,56.5
12545,171,59.5
12546,182,63.0
12547,175,59.0
12548,176,54.5
12549,164,58.0
12550,164,45.5
12551,168,56.5
12552,175,59.0
12553,177,70.5
12554,174,66.0
12555,171,52.5
12556,170,53.5
12557,175,57.0
12558,168,59.5
12559,164,51.0
12560,167,55.5
12561,176,60.0
12562,177,53.5
12563,172,52.5
12564,177,57.5
12565,170,57.5
12566,171,59.5
12567,171,51.5
12568,178,61.5
12569,168,50.5
12570,174,54.0
12571,174,57.5
12572,181,58.5
12573,173,52.5
12574,169,55.0
12575,170,47.5
12576,179,55.5
12577,164,45.0
12578,172,49.0
12579,169,55.0
12580,180,63.0
12581,173,56.5
12582,172,61.0
12583,175,58.5
12584,169,53.5
12585,169,51.0
12586,173,61.5
12587,169,51.5
12588,165,55.0
12589,167,48.5
12590,174,59.0
12591,167,49.0
12592,179,61.5
12593,175,53.5
12594,176,61.0
12595,171,57.5
12596,181,61.0
12597,176,56.5
12598,176,56.5
12599,181,61.0
12600,169,61.0
12601,171,53.5
12602,174,61.5
12603,174,67.5
12604,163,51.0
12605,174,63.0
12606,175,67.0
12607,172,59.5
12608,163,49.5
12609,171,55.0
12610,179,62.5
12611,175,61.5
12612,173,54.5
12613,159,43.5
12614,174,51.5
12615,175,64.5
12616,167,63.5
12617,182,60.0
12618,176,54.0
12619,169,52.5
12620,180,61.5
12621,168,57.0
12622,175,55.5
12623,171,52.5
12624,175,66.5
12625,184,63.5
12626,175,61.0
12627,180,65.0
12628,174,65.5
12629,183,71.5
12630,172,54.5
12631,180,57.5
12632,174,53.0
12633,167,57.5
12634,168,48.0
12635,171,52.5
12636,177,60.0
12637,173,58.0
12638,178,65.0
12639,176,58.5
12640,165,54.5
12641,171,57.5
12642,166,53.0
12643,178,56.0
12644,169,56.5
12645,175,61.0
12646,174,60.5
12647,175,61.0
12648,179,57.5
12649,166,47.5
12650,178,61.5
12651,175,70.0
12652,176,58.5
12653,170,60.0
12654,185,71.5
12655,171,69.5
12656,165,53.0
12657,168,52.0
12658,174,57.0
12659,170,60.0
12660,168,49.0
12661,176,63.0
12662,177,65.5
12663,178,60.0
12664,177,60.0
12665,177,63.5
12666,173,53.5
12667,177,57.5
12668,176,60.5
12669,181,62.5
12670,168,49.0
12671,172,61.5
12672,178,58.5
12673,178,66.5
12674,174,52.5
12675,177,59.5
12676,174,57.5
12677,176,59.5
12678,170,57.0
12679,172,61.5
12680,174,54.5
12681,178,61.5
12682,170,57.5
12683,166,49.0
12684,175,59.5
12685,162,52.0
12686,171,55.5
12687,169,48.5
12688,171,55.5
12689,173,52.5
12690,183,60.0
12691,178,60.5
12692,171,62.5
12693,178,57.0
12694,176,63.0
12695,171,54.0
12696,174,59.0
12697,174,52.5
12698,170,55.5
12699,177,60.5
12700,170,41.5
12701,173,61.0
12702,180,67.5
12703,179,62.0
12704,177,57.5
12705,170,54.5
12706,163,53.5
12707,163,52.0
12708,182,66.5
12709,173,54.5
12710,174,58.0
12711,164,48.0
12712,168,51.5
12713,167,64.0
12714,169,48.0
12715,172,62.0
12716,179,64.5
12717,178,56.5
12718,171,59.5
12719,180,60.0
12720,176,65.0
12721,171,58.0
12722,174,65.0
12723,175,67.0
12724,179,55.0
12725,159,42.0
12726,172,63.0
12727,173,63.5
12728,176,70.5
12729,175,54.5
12730,175,53.5
12731,174,59.0
12732,158,40.5
12733,176,63.5
12734,171,57.0
12735,165,60.0
12736,181,62.5
12737,173,53.5
12738,166,53.5
12739,179,56.5
12740,167,56.5
12741,165,58.0
12742,183,67.5
12743,165,47.0
12744,165,43.0
12745,177,61.0
12746,169,52.0
12747,178,62.5
12748,168,56.0
12749,168,46.0
12750,177,62.5
12751,169,57.0
12752,170,63.5
12753,174,55.5
12754,169,57.5
12755,173,52.0
12756,168,57.5
12757,178,54.5
12758,168,48.5
12759,173,56.5
12760,174,60.0
12761,169,59.0
12762,167,51.0
12763,170,54.5
12764,178,52.5
12765,168,56.5
12766,167,55.0
12767,181,63.0
12768,167,59.5
12769,170,54.0
12770,172,58.0
12771,174,56.5
12772,172,60.0
12773,171,58.5
12774,180,60.0
12775,168,52.0
12776,163,46.0
12777,177,65.5
12778,168,45.5
12779,173,62.5
12780,175,52.0
12781,168,58.0
12782,167,64.0
12783,170,59.0
12784,173,57.5
12785,167,55.0
12786,169,50.5
12787,178,61.5
12788,179,57.5
12789,175,57.0
12790,173,56.5
12791,177,52.5
12792,170,55.0
12793,169,60.5
12794,173,56.5
12795,178,67.0
12796,181,62.0
12797,168,62.0
12798,178,60.0
12799,162,50.5
12800,173,62.5
12801,170,57.0
12802,179,53.5
12803,172,52.5
12804,165,52.5
12805,167,47.0
12806,171,51.5
12807,162,50.5
12808,183,66.5
12809,175,57.0
12810,165,55.5
12811,172,59.0
12812,171,53.5
12813,165,58.5
12814,176,57.0
12815,165,50.5
12816,179,57.5
12817,173,59.0
12818,172,62.5
12819,169,55.5
12820,175,64.5
12821,172,63.0
12822,176,60.5
12823,176,55.0
12824,180,63.0
12825,171,61.0
12826,171,58.5
12827,167,55.5
12828,176,49.5
12829,165,51.0
12830,169,50.5
12831,172,54.5
12832,179,66.0
12833,167,56.5
12834,183,69.5
12835,175,64.5
12836,173,51.5
12837,165,54.5
12838,170,49.5
12839,173,55.0
12840,171,57.5
12841,180,62.5
12842,176,56.5
12843,173,53.0
12844,176,67.0
12845,166,52.0
12846,180,59.5
12847,173,64.0
12848,164,50.0
12849,172,55.0
12850,169,50.0
12851,174,52.0
12852,179,64.5
12853,181,59.5
12854,169,54.5
12855,168,52.0
12856,174,64.5
12857,176,52.0
12858,175,59.5
12859,178,61.0
12860,176,50.0
12861,179,61.5
12862,173,55.5
12863,164,57.0
12864,169,55.0
12865,168,61.0
12866,175,52.0
12867,162,46.0
12868,167,63.5
12869,166,46.5
12870,173,61.5
12871,176,61.5
12872,167,55.5
12873,173,54.5
12874,177,56.5
12875,173,59.0
12876,165,60.5
12877,173,57.5
12878,173,62.0
12879,175,57.0
12880,169,54.5
12881,176,58.5
12882,170,60.5
12883,175,54.5
12884,182,76.0
12885,174,62.5
12886,169,53.5
12887,178,57.5
12888,180,55.5
12889,170,58.0
12890,174,65.0
12891,175,60.0
12892,171,62.5
12893,181,58.5
12894,175,59.0
12895,173,57.5
12896,169,53.5
12897,166,62.5
12898,169,58.0
12899,180,62.5
12900,171,58.5
12901,180,59.5
12902,173,57.0
12903,174,66.5
12904,173,52.0
12905,170,59.5
12906,174,58.0
12907,175,58.0
12908,172,59.5
12909,170,53.0
12910,173,60.5
12911,176,63.5
12912,173,65.0
12913,175,55.5
12914,177,54.5
12915,177,63.5
12916,177,56.0
12917,168,59.0
12918,174,66.0
12919,173,67.5
12920,173,55.0
12921,174,56.5
12922,170,56.5
12923,171,58.0
12924,170,61.0
12925,168,56.0
12926,168,58.5
12927,171,59.0
12928,171,58.5
12929,170,52.5
12930,174,54.0
12931,171,66.5
12932,179,68.5
12933,178,64.0
12934,176,61.5
12935,169,53.0
12936,174,65.0
12937,165,45.5
12938,179,57.5
12939,173,57.5
12940,174,57.0
12941,173,55.0
12942,164,60.5
12943,167,52.0
12944,178,60.5
12945,170,56.0
12946,171,56.5
12947,178,54.5
12948,167,53.5
12949,168,57.5
12950,163,52.0
12951,172,51.5
12952,177,57.5
12953,169,56.0
12954,181,58.5
12955,175,69.5
12956,180,62.5
12957,178,55.5
12958,173,56.0
12959,174,59.0
12960,171,56.0
12961,166,56.5
12962,176,58.0
12963,178,61.5
12964,168,55.0
12965,172,57.5
12966,171,62.5
12967,175,53.5
12968,177,62.5
12969,180,64.5
12970,177,63.5
12971,171,60.0
12972,175,61.5
12973,171,56.5
12974,172,62.0
12975,164,66.0
12976,172,55.5
12977,178,60.0
12978,177,53.5
12979,176,60.5
12980,165,56.0
12981,172,60.0
12982,176,58.5
12983,169,61.0
12984,174,58.5
12985,170,52.0
12986,170,56.5
12987,175,51.0
12988,177,61.5
12989,173,50.0
12990,173,57.5
12991,163,50.0
12992,169,51.5
12993,177,64.0
12994,171,50.5
12995,174,68.0
12996,166,51.5
12997,177,63.5
12998,169,55.5
12999,178,54.5
13000,176,60.5
13001,167,65.5
13002,170,64.0
13003,179,61.5
13004,169,58.5
13005,168,55.5
13006,180,62.5
13007,170,65.0
13008,172,46.0
13009,176,61.5
13010,162,52.5
13011,174,58.0
13012,170,56.0
13013,171,54.5
13014,166,60.0
13015,173,57.5
13016,176,58.5
13017,174,59.0
13018,173,58.0
13019,172,60.0
13020,166,58.0
13021,173,55.5
13022,172,52.0
13023,170,56.0
13024,166,62.0
13025,168,52.5
13026,170,52.5
13027,171,57.0
13028,178,53.0
13029,170,55.0
13030,169,53.5
13031,177,57.0
13032,179,58.5
13033,183,59.0
13034,170,48.5
13035,164,56.5
13036,164,51.5
13037,171,54.0
13038,180,68.0
13039,169,56.5
13040,175,59.5
13041,168,53.5
13042,174,54.5
13043,179,56.5
13044,173,61.5
13045,174,66.0
13046,170,55.5
13047,167,54.5
13048,176,60.0
13049,174,70.5
13050,174,54.0
13051,167,54.5
13052,182,61.0
13053,164,57.0
13054,173,61.5
13055,176,55.0
13056,176,53.0
13057,174,53.5
13058,173,58.5
13059,174,50.0
13060,169,58.0
13061,168,60.5
13062,177,68.5
13063,180,57.5
13064,161,54.0
13065,171,53.5
13066,172,56.0
13067,171,60.0
13068,177,59.5
13069,175,49.0
13070,184,60.5
13071,181,61.0
13072,176,55.5
13073,171,54.0
13074,170,46.0
13075,175,58.0
13076,169,57.5
13077,173,64.0
13078,178,55.5
13079,172,59.0
13080,176,63.0
13081,171,53.0
13082,169,57.5
13083,178,53.5
13084,170,51.0
13085,164,47.5
13086,170,50.5
13087,171,61.0
13088,176,60.0
13089,169,59.0
13090,170,59.5
13091,174,51.5
13092,177,53.0
13093,179,64.0
13094,175,51.0
13095,163,55.5
13096,178,54.5
13097,180,60.5
13098,180,61.0
13099,176,55.5
13100,171,54.0
13101,182,66.0
13102,175,58.0
13103,178,60.0
13104,172,58.5
13105,164,54.5
13106,169,53.0
13107,177,52.5
13108,167,57.5
13109,175,55.0
13110,176,64.0
13111,176,62.5
13112,173,64.5
13113,162,52.5
13114,167,58.0
13115,174,55.0
13116,177,67.0
13117,167,56.5
13118,173,59.0
13119,180,63.5
13120,172,49.5
13121,171,60.5
13122,168,56.5
13123,173,54.0
13124,172,58.5
13125,178,57.0
13126,166,59.0
13127,175,62.0
13128,174,65.5
13129,169,54.5
13130,167,58.5
13131,172,56.5
13132,161,53.0
13133,177,63.0
13134,178,60.5
13135,174,65.0
13136,173,65.0
13137,182,59.5
13138,174,60.5
13139,175,58.0
13140,168,50.0
13141,181,68.5
13142,168,60.0
13143,177,59.5
13144,168,59.0
13145,170,56.5
13146,180,62.0
13147,172,62.0
13148,168,51.0
13149,168,56.5
13150,169,60.5
13151,166,59.5
13152,172,67.0
13153,175,54.0
13154,174,57.5
13155,165,51.0
13156,180,58.5
13157,173,57.0
13158,174,58.5
13159,167,46.0
13160,174,57.5
13161,174,55.5
13162,173,52.0
13163,166,50.0
13164,169,61.5
13165,172,49.0
13166,178,51.0
13167,169,54.0
13168,171,60.0
13169,172,63.5
13170,165,53.5
13171,179,62.5
13172,173,58.0
13173,174,59.5
13174,173,57.0
13175,170,57.0
13176,182,71.0
13177,168,59.0
13178,172,59.5
13179,168,62.0
13180,181,54.5
13181,169,49.0
13182,166,49.0
13183,183,66.0
13184,172,59.0
13185,170,53.5
13186,177,68.5
13187,175,61.0
13188,172,59.5
